Video_ID,Komentar,Jumlah_Suka,Judul_Video,Channel,Tanggal_Rilis,Panjang_Komentar,Jumlah_Kata,Kategori_Likes,Tanggal,Komentar_Bersih,Sentimen
lslu0_8OynQ,Ternak babi harus dibtasi setiap peternak tidk boleh 100 ekor kasian  peternak keil kalah bersaing,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,98,15,none,2026-05-16,ternak dibtasi peternak tidk ekor kasian peternak keil kalah bersaing,netral
lslu0_8OynQ,selama masih ada manusia2 seperti ini....dapet uang dengan menjual kondisi negaranya ke asing....gaji dari duit asing...cari nafkah dengan mengkritik pemerintah...sekaramg saya tanya ke dirimu...kamu sudah berjuang apa untuk negara ini? kontribusimu untuk negara ini apa? terus sudah rela berkorban apa kalian untuk negara ini???😂😂😂😂😂....dasar lawak hobinya kog nyari2 kekurangan dari negara ini...coba kamu jadi menteri 1 bulan saja boss.....mencret nanti kamuuu,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,463,61,none,2026-05-16,manusia dapet uang menjual kondisi negaranya asing gaji duit asing cari nafkah mengkritik pemerintah sekaramg dirimu berjuang negara kontribusimu negara rela berkorban negara dasar lawak hobinya kog nyari kekurangan negara coba menteri boss mencret kamuuu,positif
lslu0_8OynQ,"Intinya kita punya bahan baku dijual keluar, kemauan pemerintah buat memperdaya masyarakat nya 0 besar.",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,103,15,none,2026-05-16,intinya bahan baku dijual kemauan pemerintah memperdaya masyarakat,netral
lslu0_8OynQ,"Klo film soal politik mungkin lu masih dapat dukungan dari lawannya, tapi klo soal Papua maka semua punya andil di situ, kelompok jendral2 “deep state”-nya Indonesia itu berkuasa di situ dan semua 9 naga dan 9 haji tunduk kepada mereka maka Pesta Babi akan jadi musuh utama mereka dan tidak punya dukungan sama sekali.",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,318,54,none,2026-05-16,klo film politik dukungan lawannya klo papua andil situ kelompok jendral deep state indonesia berkuasa situ naga haji tunduk musuh utama dukungan,positif
lslu0_8OynQ,Semoga rakyat indonesia memiliki kewarasan dan keberanian untuk melawan ketidakadilan yg terjadi tak henti2,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,107,14,none,2026-05-16,semoga rakyat indonesia memiliki kewarasan keberanian melawan ketidakadilan henti,netral
lslu0_8OynQ,d kasih soundtrack lagu nya pangalo judul nya kweiya om...sesuai dgn isi film nya,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,81,14,none,2026-05-16,kasih soundtrack lagu pangalo judul kweiya sesuai isi film,netral
lslu0_8OynQ,Papua tanah yang subur sda tambang tapi rakyat aslinya jauh dati makmur,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,71,12,none,2026-05-16,papua tanah subur sda tambang rakyat aslinya dati makmur,netral
lslu0_8OynQ,Gw pernah kerja proyek RS di merauke beberpa thn lalu jd gw sedikit liat gmn sikon di sana. Tempo kapan ngadain nobar? Pleaseee info 🙏,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,134,25,none,2026-05-16,kerja proyek merauke beberpa thn liat gmn sikon tempo ngadain nobar pleaseee info,netral
lslu0_8OynQ,Genap sudah......penderitaan  rakyat Papua( alam dirusak elit bangsa sendiri). Bukan tuk kesejahteraan  rakyat Papua/rakyat indonesia. Moga ada RI 1 yg Top kedepannya.,1,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,167,22,low,2026-05-16,genap penderitaan rakyat papua alam dirusak elit bangsa tuk kesejahteraan rakyat papua rakyat indonesia moga top kedepannya,netral
lslu0_8OynQ,kpngen nonton tapi gak nemu link nya ..,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,39,8,none,2026-05-16,kpngen nonton nemu link,netral
lslu0_8OynQ,Terimakasih aparat yang justru membantu memviralkan :),0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,54,7,none,2026-05-16,terimakasih aparat membantu memviralkan,netral
lslu0_8OynQ,Salut dan Penuh Apresiasi pembuat dan pendukung film Pesta Babi... Represif berarti berhadapan dengan RAKYAT..,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,110,15,none,2026-05-16,salut penuh apresiasi pembuat pendukung film represif berhadapan rakyat,netral
lslu0_8OynQ,"Barusan saya liat, video sdh dihapus 🤭 di channel lain",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,54,10,none,2026-05-16,barusan liat video sdh dihapus channel,netral
lslu0_8OynQ,Wajib nontoon,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,13,2,none,2026-05-16,wajib nontoon,netral
lslu0_8OynQ,"Saya sudah menonton ""PESTA BABI"" dan saya katakan SAYA BERSAMA MASYARAKAT PAPUA. hanya ada satu kata ""LAWAN"" rezim kolonialisme",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,127,19,none,2026-05-16,menonton masyarakat papua lawan rezim kolonialisme,netral
lslu0_8OynQ,"Yang saya heran, kenapa (sependek yg sy tau) stance politik orang papua umumnya selama ini selalu berpihak pd ""penguasa/oligarki""?",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,130,19,none,2026-05-16,heran sependek tau stance politik orang papua berpihak penguasa oligarki,netral
lslu0_8OynQ,"TEMPO HEBAT , TEPAT , PENUH PENCERAHAN DAN MENDIDIK BAGI ANAK BANGSA 👍",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,70,13,none,2026-05-16,tempo hebat penuh pencerahan mendidik anak bangsa,positif
lslu0_8OynQ,"MOHON MAAF, SY KOMPONEN MEI 98, DAN MELIHAT INTERVIEWER DARI TEMPO INI TERLIHAT TIDAK MENDALAMI RIWAYAT, KEJADIAN, DAN SEJARAH PERLAWANAN ATAU OPOSISI KEPADA PEMERINTAH SEBELUMNYA, SEHINGGA TIDAK BISA MENARIK BENANG MERAH, KOMPARASI KEJADIAN DAN MENARIK FILOSOFINYA DARI FENOMENA SERUPA SEBELUMNYA. CM MELIHAT DARI SISI FILMNYA YG SEKARANG. SUNGGUH SAYANG, MATERIALISME HISTORISNYA TIDAK ADA.",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,392,53,none,2026-05-16,mohon maaf komponen mei interviewer tempo mendalami riwayat kejadian sejarah perlawanan oposisi pemerintah menarik benang merah komparasi kejadian menarik filosofinya fenomena sisi filmnya sungguh sayang materialisme historisnya,netral
lslu0_8OynQ,"Jadi maksud orang orang ini, semua rakyat jalan kaki aja, naik onta, naik kuda, terus Mereka aja naik transport, kan mustahil, Indonesia udah berkembang, Mrka hidup diatas kertas bukan realitas, wartawan yg lucu.",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,212,33,none,2026-05-16,maksud orang orang rakyat jalan kaki onta kuda transport mustahil indonesia berkembang mrka hidup diatas kertas realitas wartawan lucu,netral
lslu0_8OynQ,"Saya yakin 99% setelah karya pesta babi ini, beliau akan di intai tuk di bungkam.",1,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,81,15,low,2026-05-16,karya beliau intai tuk bungkam,netral
lslu0_8OynQ,"Ngeliput Papua itu mahal banget, kalau bukan karena dana yg cukup ini gak mungkin dikerjain",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,91,15,none,2026-05-16,ngeliput papua mahal dana dikerjain,netral
lslu0_8OynQ,"Para manusia rakus di negara ini sibuk memperkaya diri, tanpa memikirkan rakyat. Papua habis dikuras sumber alam nya tapi rakyat nya tetap miskin, apakah ini yg dinamakan keadilan sosial bagi seluruh rakyat.",1,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,207,32,low,2026-05-16,manusia rakus negara sibuk memperkaya memikirkan rakyat papua habis dikuras sumber alam rakyat miskin dinamakan keadilan sosial rakyat,netral
lslu0_8OynQ,Gue dukung proyek strategis nasional di Papua. Tetapi evaluasi terus menerus. Anggap Film Pigs Party ini jadi bahan evaluasi bagi pemerintah.,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,141,21,none,2026-05-16,gue dukung proyek strategis nasional papua evaluasi menerus anggap film pigs party bahan evaluasi pemerintah,netral
lslu0_8OynQ,PAPUA dari dulu sudah menjadi ladang komoditas POLITIK !!! 😩😥,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,61,10,none,2026-05-16,papua ladang komoditas politik,netral
lslu0_8OynQ,sejarah akan mencatat para penghianat bangsa dalam podcast ini.....,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,67,9,none,2026-05-16,sejarah mencatat penghianat bangsa podcast,netral
lslu0_8OynQ,"Pengen nonton pesta babi, tapi jadwalnya kmrn mlm abis isha. Mana jauh lagi dari rumah",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,86,15,none,2026-05-16,pengen nonton jadwalnya kmrn mlm abis isha rumah,netral
lslu0_8OynQ,"cuma mas HUsein ABRI, yg dengan gampangnya bisa ngaku  ""SAYA ABRI""
wkwkwkkwk..",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,78,12,none,2026-05-16,mas husein abri gampangnya ngaku abri wkwkwkkwk,netral
lslu0_8OynQ,"Ketika POLITIK, OLIGARKI & MILITER bersatu, sungguh DAHSYAT kerusakan & bencana yg ditimbulkan. Lengkap bencana kemanusiaan, bencana ekologi. 

PARADOKS DEMOKRASI. Demokrasi menjadi jalan penjajahan. Demokrasi adalah sarana bagi Oligarki (penguasa uang) menentukan siapa yg menjadi penguasa politik. Penguasa politik menjadikan militer ""begundal"" utk mengamankan kepentingan oligarki. Muter gitu terus sampai kasus ijazah bapak itu & MBG berhenti.",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,447,57,none,2026-05-16,politik oligarki militer bersatu sungguh dahsyat kerusakan bencana ditimbulkan lengkap bencana kemanusiaan bencana ekologi paradoks demokrasi demokrasi jalan penjajahan demokrasi sarana oligarki penguasa uang menentukan penguasa politik penguasa politik menjadikan militer begundal utk mengamankan kepentingan oligarki muter gitu ijazah mbg berhenti,netral
lslu0_8OynQ,"Jangan bicara pemilu
Karena pemenang pemilu adalah siapa yg bisa memberikan 10 kg beras dan 300 ribu by cash.

Mari kita buktikan usulkan ""sendal jepit"" sebagai capres namun di dukung logistik yg handal.
Siapa yg bisa kalahkan sendal jepit....!!!",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,246,39,none,2026-05-16,bicara pemilu pemenang pemilu beras ribu cash buktikan usulkan sendal jepit capres dukung logistik handal kalahkan sendal jepit,netral
lslu0_8OynQ,jahat ya pemerintah kita,1,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,24,4,low,2026-05-16,jahat pemerintah,negatif
lslu0_8OynQ,Di Dunia ini yang berlaku hukum rimba,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,37,7,none,2026-05-16,dunia berlaku hukum rimba,netral
lslu0_8OynQ,Film Sampah.. cuma mau menjelekkan pemerintahan yang sah.,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,57,8,none,2026-05-16,film sampah menjelekkan pemerintahan sah,netral
lslu0_8OynQ,"Panjenengan sdh terlalu lama bergelut dgn masalah kebangsaan, mas... Saatnya njenengan mikir buat hidup pribadi.. Semoga mas dhandy segera mendapatkan jodoh kembali... Hidup bahagia dunia & akhirat... Jaga kesehatan",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,215,29,none,2026-05-16,panjenengan sdh bergelut kebangsaan mas njenengan mikir hidup pribadi semoga mas dhandy jodoh hidup bahagia dunia akhirat jaga kesehatan,positif
lslu0_8OynQ,"Berharap ada gebrakan setelah masyarakat menonton film ini.. 
Gebrakan yang mmapu menggubah kebijakan pemerintah terhadap papua",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,127,16,none,2026-05-16,berharap gebrakan masyarakat menonton film gebrakan mmapu menggubah kebijakan pemerintah papua,netral
lslu0_8OynQ,"Laporan trump, biar ditangkap nya wowo",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,38,6,none,2026-05-16,laporan trump biar ditangkap wowo,netral
lslu0_8OynQ,Sehat sehat mas Dandy Laksono dan Tempoe selalulah berani,2,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,57,9,low,2026-05-16,sehat sehat mas dandy laksono tempoe selalulah berani,positif
lslu0_8OynQ,Sekolam lagi podcast 😂😂😂😂😂😂,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,27,4,none,2026-05-16,sekolam podcast,netral
lslu0_8OynQ,"2 hari yg lalu saya nonton di channel om dhandy lewat ke beranda film pesta babi full 
Sama barusan saya tonton lagi di channel yg lain
Pas di tinggal sebentar film nya ilang kemna y😅",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,183,35,none,2026-05-16,nonton channel dhandy beranda film full barusan tonton channel pas tinggal sebentar film ilang kemna,netral
lslu0_8OynQ,"Betapa teganya penguasa, dengan menggunakan Parjo, untuk mengeksploitasi wilayah Papua, betul-betul tidak ada kepekaan terhadap saudara-saudara kita orang asli Papua. Saya bisa membayangkan betapa bencinya penguasa dan Parjo terhadap mas Dandhy Laksono.",1,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,253,32,low,2026-05-16,betapa teganya penguasa parjo mengeksploitasi wilayah papua kepekaan saudara saudara orang asli papua membayangkan betapa bencinya penguasa parjo mas dandhy laksono,netral
lslu0_8OynQ,ORANG TOLOL LAGI DIBANGUN LAHAN PANGAN AGAR SWASEMBADA OANGAN DAN BBM MURAH DARI SAWIT DAN TEBU.  MALAH SOROSS GA SUKA,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,118,20,none,2026-05-16,orang tolol dibangun lahan pangan swasembada oangan bbm murah sawit tebu soross suka,netral
lslu0_8OynQ,"Mampunya cuma mengeritik pemerintah sendiri. Beraninya cuma krn tau gak bakal bernasib seperti di jaman Orba. 
Kota2 besar dan daerah pertanian di Eropa dan Amerika dulunya juga hutan belantara. Setelah ratusan tahun merusak hutan dan menikmati hasilnya, sekarang negara2 Barat mengecam negara2 seperti Indonesia yg juga ingin maju dan sejahtera.
Cerdik pandai kita selain memberi koreksi kpd pemerintah, kalau mau adil seharusnya juga membantu pemerintah utk menekan negara2  Barat yg ikut menikmati paru2 dunia utk membayar sewa sebagai ganti rugi atas opportunity cost yg hilang sehingga hutan tidak perlu dieksploitasi.",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,623,90,none,2026-05-16,mampunya mengeritik pemerintah beraninya krn tau bernasib jaman orba kota daerah pertanian eropa amerika hutan belantara ratusan merusak hutan menikmati hasilnya negara barat mengecam negara indonesia maju sejahtera cerdik pandai koreksi kpd pemerintah adil membantu pemerintah utk menekan negara barat menikmati paru dunia utk membayar sewa ganti rugi opportunity cost hilang hutan dieksploitasi,positif
lslu0_8OynQ,"wtf, sebusuk itu kah? melebihi ekspetasi ternyata",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,49,7,none,2026-05-16,wtf sebusuk melebihi ekspetasi,netral
lslu0_8OynQ,"baru aja nonton di yutub, blm ada sejam lgsg ilaang",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,51,10,none,2026-05-16,nonton yutub blm sejam lgsg ilaang,netral
lslu0_8OynQ,"Luar biasa, saya seorang antropolog, dulu mengajar mata kuliah Ekonomi Politik dan Pembangunan, Antropologi dan Kebijakan Publik, salut dengan Mas Dandy, terus berkarya, tunjukkan bahwa kita masih WARAS.",2,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,203,28,low,2026-05-16,antropolog mengajar mata kuliah ekonomi politik pembangunan antropologi kebijakan publik salut mas dandy berkarya tunjukkan waras,netral
lslu0_8OynQ,Asli heran banget ampe aparatnya ketar ketir melarang menonton film itu,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,71,11,none,2026-05-16,asli heran ampe aparatnya ketar ketir melarang menonton film,netral
lslu0_8OynQ,SIAPA  YG PERCAYA SOROS  PENGHANCUR BANGSA,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,42,6,none,2026-05-16,percaya soros penghancur bangsa,positif
lslu0_8OynQ,"Saya belum nonton,
Babi & korupsi sama sama haram",1,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,49,9,low,2026-05-16,nonton korupsi haram,negatif
lslu0_8OynQ,Jadi inget Napoleon sama Snowballnya George Orwell😂,3,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,51,7,low,2026-05-16,inget napoleon snowballnya george orwell,netral
lslu0_8OynQ,Semoga Papua cepat merdeka❤,1,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,27,4,low,2026-05-16,semoga papua cepat merdeka,positif
lslu0_8OynQ,Apakah kolonialisme yg terjadi di papua akan kita biarkan?Setelah menonton baru sy sadar ada jauh dimata kita kolinialisme.,2,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,123,18,low,2026-05-16,kolonialisme papua biarkan menonton sadar dimata kolinialisme,netral
lslu0_8OynQ,"host nya lg bengong atau apa sih?? kok bodohh, uda dijelasin kenapa ga pake nama salib merah, ehh malah nanya lagi 😅",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,116,22,none,2026-05-16,host bengong bodohh uda dijelasin pake nama salib merah ehh nanya,netral
lslu0_8OynQ,"Kebenaran bisa boleh Salakan tapi 
Tidak bisa kalakan 
Entah itu siapa pun 
Makasih kwn kwn kontri busi 
Dalam pilem pesta babi 

Makasih sustra darah Tuhan Yesus adakan lindungilah",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,181,28,none,2026-05-16,kebenaran salakan kalakan makasih kwn kwn kontri busi pilem makasih sustra darah tuhan yesus adakan lindungilah,netral
lslu0_8OynQ,penjajah sebenarnya adalah pemerintah kita,2,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,42,5,low,2026-05-16,penjajah pemerintah,netral
lslu0_8OynQ,Please kirim ke lembaga2 di luar negri. Juga ke pbb.,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,52,10,none,2026-05-16,please kirim lembaga negri pbb,netral
lslu0_8OynQ,"Ya Allah, kita demo besar mbela Plstna & menghujat Izrohel, kita melihat di berita ribuan org Plstna mengungsi,...ternyataa gak usah jauh2, bnyak sodara2 kita di Papua yg juga mnderita karena ulah pemerintah kita sendiri, bahkan ada 107ribu pengungsi😢 Maaf sodara2ku di Papua & tks mas Dhani & team relawan yg sudah mngangkat film dokumentasi ini, sangat mencerahkan & semakin mbuktikan kbusukan pemerintah kita & oligharki...",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,426,65,none,2026-05-16,allah demo mbela plstna menghujat izrohel berita ribuan org plstna mengungsi ternyataa bnyak sodara papua mnderita ulah pemerintah ribu pengungsi maaf sodara papua tks mas dhani team relawan mngangkat film dokumentasi mencerahkan mbuktikan kbusukan pemerintah oligharki,netral
lslu0_8OynQ,Tempo keren juga pernah meliput papua.,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,38,6,none,2026-05-16,tempo keren meliput papua,netral
lslu0_8OynQ,"Kamarentah susah salah arah dlm pembangunan, karena pemerintah lemah dlm hal ideologi mangkanye mudah distel oleh para oligharkhi dan bahkan oleh negara luar yg menyusupkan uang melalui para oligharkhi,..  alih2 demi kemandirian pangan dan swasembadha tp kenyataannye adalah omongkosong karena kamarentah tega merusak sumberdaya alamnye sendiri dan merusak sumberdaya manusianya sendiri, pembukaan lahan di Irianjaya sendiri telah mengorbankan jutaan manusia,.. para aktifis menyebutkan hanya 178ribu jiwa dimutasikan ataundipindahkan habitatnya utk menjauhi projek tsb.. para aktifis dan kamarentah seakan berkerjasame,,.. dia tadak menghitung jutaan jiwa2 yg terdampak, akan projek tersebot,.. baek di ring 1 projek, ring 2, ring 3, 4, 5, 6, 7, 8, 10, bahkan ring diluar pulau Irianjaya,.. orang jawa bilang inilah nang namanye,.."" golek ucheng kelangan dhelegh""",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,864,119,none,2026-05-16,kamarentah susah salah arah dlm pembangunan pemerintah lemah dlm ideologi mangkanye mudah distel oligharkhi negara menyusupkan uang oligharkhi alih kemandirian pangan swasembadha kenyataannye omongkosong kamarentah tega merusak sumberdaya alamnye merusak sumberdaya manusianya pembukaan lahan irianjaya mengorbankan jutaan manusia aktifis ribu jiwa dimutasikan ataundipindahkan habitatnya utk menjauhi projek tsb aktifis kamarentah seakan berkerjasame tadak menghitung jutaan jiwa terdampak projek tersebot baek ring projek ring ring ring diluar pulau irianjaya orang jawa bilang nang namanye golek ucheng kelangan dhelegh,negatif
lslu0_8OynQ,Di channel Kecil Merdeka udah upload videonyaa 😭 saya sudah nonton 1 jam ½ Gag bisa berkata-kata saya nonton pesta para babi pembangun 💔,5,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,136,24,medium,2026-05-16,channel merdeka upload videonyaa nonton jam gag nonton pembangun,positif
lslu0_8OynQ,"Sangat benar bang dendy, semua media indonesia tunduk pada Pemerintah karena takut dll. namun bang dandy dkk sehat selalu dan kompak",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,132,21,none,2026-05-16,dendy media indonesia tunduk pemerintah takut dandy dkk sehat kompak,negatif
lslu0_8OynQ,"Dangan semua keanekaragaman yang sudah alam berikan untuk makhluk hidup khususnya MANUSIA, yang harusnya diambil untuk kebutuhan secukupnya, dimanfaatkan secukupnya dan dijaga untuk kelestariannya. Malah habis diambil oleh oknum yang sadis, bengis dan akhirnya yang tersisa hanya cerita tragis. Welcome to INDONESIA. Alamnya sudah HABIS tapi masyarakatnya masih TRAGIS!!!",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,371,49,none,2026-05-16,dangan keanekaragaman alam makhluk hidup manusia diambil kebutuhan dimanfaatkan dijaga kelestariannya habis diambil oknum sadis bengis tersisa cerita tragis welcome indonesia alamnya habis masyarakatnya tragis,negatif
lslu0_8OynQ,"Saya ini orang jawa tapi dengar cerita ini kok bener"" miris di kepemimpinan prabowo kok semua di rusak dr pendidikan guru honorer sampai hutan hancur semua",1,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,155,26,low,2026-05-16,orang jawa dengar cerita bener miris kepemimpinan prabowo rusak pendidikan guru honorer hutan hancur,negatif
lslu0_8OynQ,"Judulnya nusuk banget, buat yang meresa mungkin bagian dari semua problematik negara ini 🤪",0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,90,14,none,2026-05-16,judulnya nusuk meresa problematik negara,netral
lslu0_8OynQ,"Sekedar info , merauke ,provinsi papua selatan , sudah dari awal direncanakan sebagai lumbung kekayaan pejabat di pusat khususnya geng solo , dimulai sejak tito sebagai kapolda papua , dan saat menjadi mendagri tito menggunakan calon kaki tanganya yaitu mantan rektor uncen  yg memiliki adik kandung yg menjabat sebagai wakil bupati asmat , kemudian mantan rektor itu diberi jabatan sebagai pj gub papua selatan , dan pada pilkada 2024 , mantan rektor itu terpilih jadi gub papua selatan , sehingga otomatis segala kebijakan serta permintaan dari pusat pasti di setujui oleh pemerintah daerah , di sini miris sekali karna putra asli daerah menjual tanah serta masyarakatnya demi kepentingan oligarki , terimakasih tempo dan bang dandhy , Tuhan memberkati senantiasa selalu",2,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,772,120,low,2026-05-16,sekedar info merauke provinsi papua selatan direncanakan lumbung kekayaan pejabat pusat geng solo tito kapolda papua mendagri tito calon kaki tanganya mantan rektor uncen memiliki adik kandung menjabat wakil bupati asmat mantan rektor jabatan gub papua selatan pilkada mantan rektor terpilih gub papua selatan otomatis kebijakan permintaan pusat setujui pemerintah daerah miris karna putra asli daerah menjual tanah masyarakatnya kepentingan oligarki terimakasih tempo dandhy tuhan memberkati senantiasa,negatif
lslu0_8OynQ,Bukannya berkaca malah represif,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,31,4,none,2026-05-16,berkaca represif,netral
lslu0_8OynQ,Dibayar asing paati ini orang,0,Represi dalam Pemutaran Film Pesta Babi | Bocor Alus Politik,Tempodotco,2026-05-16 04:00:06+00:00,29,5,none,2026-05-16,dibayar asing paati orang,netral
