id,username,komentar,country,rate,waktu
62ae066b-1f55-41c2-9e72-b1a682e72e02,Wandy Shu,good,ID,5,2025-09-22 20:23:00
96ca8d3c-bc43-4b91-ac73-397531e4d2fc,Gabrielx,keren,ID,5,2025-09-22 19:32:09
2514ef99-4f40-474a-a612-8fc55ed47e87,Dwi Susilowati,cheese terbaik,ID,5,2025-09-22 17:33:07
96585a76-dd44-4719-a091-bb2e3f5f8b0d,Lznby Azqyym,"jangan pke aplikasi ini, aplikasi ini sedot saldo Klian Kya saya, sdh cba di refund tapi ditolak anj emang",ID,1,2025-09-22 15:44:10
0b740a14-5750-4e01-bb35-c9107fdc99fc,Purwito 2679,"iam at banned from chess,what ny fault in the game...?.",ID,1,2025-09-22 13:38:19
ac3d65f3-d005-481b-9eca-06188e625924,Ley Ley,good,ID,5,2025-09-22 05:47:18
2cb7a034-d41f-4ef3-a850-6e78dd6396b0,Evan David,sangat bagus,ID,5,2025-09-22 05:04:21
75bcabda-72c4-4b77-9757-e27b419e2a64,Oppo Landak,Brilliant 🥀🥶,ID,5,2025-09-21 22:11:10
ab63c45e-e2af-4155-9f2a-6f4e0a3c1ffe,Meli Zahra,bagus bisa ilangin pusing👍,ID,5,2025-09-21 20:49:20
ef6a723d-7169-46ea-bf3d-2e1f945fbc33,Ribkah Thosuly,gamenya bagus melatih otak dan kecerdasan kita mengninkat kan iQ kita dan juga bisa main offline meskipun lawanyan komputer.,ID,5,2025-09-21 19:33:11
774b0e1b-e1a1-405e-8358-8663a5cc7f7a,Ikhsan Nur Hidayat,BABI !,ID,1,2025-09-21 18:58:25
abcae42a-8ba1-40ae-89d2-666f1499be57,Milannisa dewi Lania,mantap seru bgt,ID,5,2025-09-21 18:43:16
5431ce4c-fb97-4a97-abd9-3d11e040f81c,Kang Syahdan,rame bet pokonya,ID,5,2025-09-21 18:04:49
112db1ac-722b-475d-8544-f00a577224db,Gusti Muzakkir,aku suka game catur,ID,5,2025-09-21 17:46:25
e1954c5c-3709-4dfd-937d-f5957c4b1752,Relpind,this game so fun,ID,5,2025-09-21 17:32:09
42ef70ef-77b6-4576-b991-b07876d74bfb,Samsunv Te,"overall ok, Aplikasi catur yang sangat keren fiturnya, papan catur dan bidaknya bisa disesuaikan dengan selera kita.. aplikasi ini memudahkan orang untuk berkompetisi dengan orang lain dan melatih logika dalam dunia catur, pertandingan yang telah selesai bisa dianalisis yang menjadi nilai plus untuk aplikasi ini, karena kita bisa evaluasi langkah untuk kita kedepannya.. saya harap fitur kedepannya makin berguna dan efektif untuk membantu irang yang masih awam dalam dunia catur",ID,5,2025-09-21 16:18:28
57bc9a0e-2b50-4fcc-9bf5-e6520ad7574c,Supri Yanto,sangat bagus,ID,5,2025-09-21 15:48:08
aaf066ba-5995-4758-b174-2318a507a24e,Abi Husen,gamenya bagus bgt😜😜🤫🤫🤫🤬🤬🤬🤬🤬jadinya aku kasih bintang 5-4+4-5+1🙀🙀🙀😿😿😻💯dan gamenya burik bgt jadi jangan downlooollod gaes,ID,1,2025-09-21 15:30:45
2d06455c-fe1d-4c13-8305-01014f018218,soeprijanto priant,sangat menjanjikan,ID,5,2025-09-21 11:38:19
69d5f2fd-b3bc-42f7-9186-84423397eafb,Izul Rusdiaz,magnusigma,ID,5,2025-09-21 11:15:01
871e5eaa-4d99-425d-b3cc-38bd3f71fdf2,UMAR HAFIS,game tidak adil,ID,5,2025-09-21 10:50:49
54ab8770-c9a8-425e-99c6-7d5899eedea6,Adis Ahmad,God God God,ID,4,2025-09-21 10:12:47
caa0a08d-ab83-4c6d-82ea-9a05c77918fe,airoCihuy,Gane catur 100% ringan apalagi kalo + spotify beg strarter pack ter kece cihuyyyyyy,ID,5,2025-09-21 09:28:31
0aff6a75-cada-4897-95bc-7b365a3f518d,Philip Tandi Bua,"saya suka bermain catur, tapi untuk penambahan elo nya dikit bgt khususnya 3 menit cuman dapat 8",ID,4,2025-09-21 06:44:06
81124117-e9b8-476b-9993-2757eafe9502,MikoArdiansyah Ardi,saya bermain dengan jujur padahal saya jago main catur malah akun saya ke blokir gimana ini,ID,1,2025-09-21 06:32:35
022b3e1a-0e9a-4f13-9882-ecf533f158e6,andrie putra,menarik dan bagus,ID,5,2025-09-21 04:38:23
2f75a713-f9f2-4a88-b053-81d2aaef6d56,Boy c02,good,ID,3,2025-09-21 02:38:51
4678e74d-0b04-4ce8-9420-f6e018cb7405,Apriyadi Agil,seru seru,ID,5,2025-09-21 01:56:44
ad806a89-4c73-4106-a5b7-a07590ec1684,Hashirama Thoriq,"sinyal bagus tp kenapa tiba"" kalah waktu",ID,3,2025-09-20 23:02:24
cc525fd8-2f84-457d-8078-2c6a7a38db36,ody okim,ok,ID,4,2025-09-20 22:22:47
a2be35b0-1d52-4d7e-9af9-bc4c00260da0,Bamian Tara,tolong sebagai prmain saya terkadang agak keasal sudah mrnang banyak perwira tapi endingnya remis 🙏🙏,ID,1,2025-09-20 21:29:37
e3b782fa-f535-47ea-bbda-27c3ea6a8bd8,Ahmad Putrabe,Mencoba mengikuti jaman..,ID,5,2025-09-20 21:25:00
b3e26a4b-09bf-44ba-a2da-a22c44d564df,Prian Dika,👏👏,ID,5,2025-09-20 20:49:57
2f29a99e-2af3-473b-89a9-031d3129d596,Lefi Akerman,game sangat baik bagi saya,ID,5,2025-09-20 20:19:08
b60026a3-8abc-457e-ad2b-c4ce484f5a69,Damar Wulan,Gambar 2D Bikiin salahh mulu...klo bisa 3D,ID,2,2025-09-20 16:39:50
1ecdfec0-cdb0-4e28-852d-2b896a04095d,Jelimlly Heroani Polimpung,aplikasi game catur online trbaik👏👏,ID,5,2025-09-20 15:37:21
ff2a2d75-40bf-494b-b355-58e206081758,Bobby Sn,BRO THIS GAME IS MASTERPIECE keep working bro,ID,5,2025-09-20 14:59:32
5fca5ec7-93fd-4d17-a0a5-aabea995679a,sinta muh,so good,ID,5,2025-09-20 14:21:22
4933440c-a47b-4d5c-928b-26cf5776d057,Rifan Arifan,the best game,ID,5,2025-09-20 13:52:50
e34a4e24-8ce7-4cb3-9469-b5629dd1a236,Goenz Sanosuke,nice,ID,5,2025-09-20 13:36:59
f05c5fc8-4ac1-4e70-8a73-85801f427946,Daffaaldrick Daffa1234,Good,ID,5,2025-09-20 11:30:15
63ddaa55-f895-47f2-a0c5-67b348938eee,Muhammad Wisnu Pratama Kasdi,i lovee caturr,ID,5,2025-09-20 11:21:03
d8990762-a277-4a91-8608-ba2c9b92a989,Yogi Alfiansyah,bagus,ID,5,2025-09-20 11:04:02
4db73706-2540-4bd9-a08d-bda0782a2c7c,aditya rama,maen cuma buat ngorbannin bidak catur🥀🥀,ID,5,2025-09-20 10:50:08
4dad171a-f54b-4d6c-b902-feab4baad297,Saskia Ananta,update nya menjadi membingungkan,ID,4,2025-09-20 09:20:06
f3270539-32ff-4364-9987-922daf855da7,Cemas Dek,tidak ada lawan yang keras!!!!!!!,ID,5,2025-09-20 08:59:13
3c8cdd7a-83b8-4415-82db-2b457337d64a,Ahmad Sholahudin,for good health,ID,5,2025-09-20 08:39:48
016fa4af-d9dc-4328-b2cd-857a3642aad8,dapi corleone,game bagus,ID,5,2025-09-20 07:40:25
76012513-468e-4710-b531-c95236e4ec74,Rafli 21,bagus,ID,5,2025-09-20 07:17:56
cdd59c36-92f2-4578-8441-2c00fd61c819,Mole Mojo,"ini game seru banget sumpah, bisa offline, bisa juga online, jadi..... yah. sangat seru!!",ID,5,2025-09-20 05:52:13
9a8e48c2-cb51-44e5-a0c1-b1d7888cf82a,Anggi Sembiring,balikin akun gua min janji ga engine lagi,ID,4,2025-09-20 05:02:56
82625a7f-91ba-4010-89e3-6f37e4a7f52c,Firman Syah,lumayan,ID,3,2025-09-20 00:01:37
57cb7ed6-dd2f-4cef-bdff-0a2cdd5b835c,Muhamad Dzulfathon,seru bisa lawan orang seluruh dunia juga bisa lihat hasil main gm terkenal,ID,5,2025-09-19 23:16:52
fb597c16-fc83-459e-b595-187f13e8f151,Akun Game,mantap,ID,5,2025-09-19 23:04:55
160d0dc3-62d3-44fc-9759-c6ac79b8f54f,didi mulyana,keren,ID,5,2025-09-19 22:45:34
e5f7d208-47cc-4428-93a2-63b84c7c5266,juli fatih,Best,ID,5,2025-09-19 22:02:30
b6d350c8-4c4e-42de-aeb1-d84d557a2ef7,Dzaky Abdurrahman,that's good game,ID,5,2025-09-19 21:02:09
f90339a7-9d51-4796-aeb6-1c20456e2286,gilang arya,gamenya seru,ID,5,2025-09-19 20:00:05
35514330-e9b1-4be1-a923-d97bbd1e0a9a,Aryan Aldo,"Tolong kembalikan uang saya 664.890, karena saya tidak sengaja berlangganan di game catur ini tolong bantuannya,saya minta tolong buat di kembalikan karena uang itu untuk saya berkehidupan,saya tidak memiliki uang lagi😭",ID,1,2025-09-19 19:28:35
a909a964-d4c8-4d91-9b12-9433aacf0f86,Sugiyono Sugiyono,nice game.... i love it,ID,5,2025-09-19 17:44:59
fab077e4-9b8d-4ed3-b58d-504034ef5192,Accounting Bintang,brilian🗿,ID,5,2025-09-19 17:24:30
af0c3030-4a09-419c-8d12-947e47bf9d1c,Adwin Putra,game nya bagus bangett,ID,5,2025-09-19 15:30:01
40235e9e-6fd6-4cd3-b963-cda3fb43061f,Jayvrick Willson,good game 😀,ID,5,2025-09-19 15:04:40
dbc17988-d263-4ba4-99a3-c5509878639d,muhammad riski,gg bet gua bjirrrr,ID,5,2025-09-19 14:34:19
d2591cbf-7592-42af-b404-fb4f289a5b5c,Hasri Aldy,FANTASTIC GAME,ID,5,2025-09-19 13:37:19
4b93f541-f095-4674-b99d-7d1f82ae0acb,fhir man,sangat seru untuk bermain catur jika bingung mencari lawan main,ID,5,2025-09-19 13:24:50
7d36c0a3-354c-472f-bdf1-b688e3d3ec8a,Faruq Febriananta,baik,ID,5,2025-09-19 10:31:22
483afa03-366b-4996-b6d4-d843a3c16632,maman Pontianak,aplikasi catur yang seru aku suka,ID,5,2025-09-19 09:42:58
792ad34d-4c16-453b-98f9-f311af27c5e1,Rehan Perdian,"hapuskan fitur keluar/menyerah otomatis sangat mengganggu! aku beberapa kali hampir menang tapi gara-gara ada fitur tersebut aku selalu kalah! jangan membuat alasan karena sinyal jelek, cukup hapuskan saja fitur tersebut!!!",ID,1,2025-09-19 09:29:04
006bfe41-ff3f-4b3f-bc22-e775116c518e,Julio Cahyadi,The best,ID,5,2025-09-19 09:21:48
cebf26d2-0479-4865-b310-eb9dddca723d,M hasbi,mantap😍👍🏻👍🏻,ID,5,2025-09-19 09:00:20
62f904d6-9401-4e13-952e-2052af794a4f,Andre Parera,bagus untuk mengasah otak,ID,4,2025-09-19 08:20:03
b84b90e3-315b-45c1-a5b3-d150f46fa1ae,Robi Robi Nst,"buat lah papan catur nya versi 3d bukan 2d, kadang kita ga fokus liat papan catur nya!. dan satu lagi buat kan turnamen di game ini versi online dan punya piala",ID,4,2025-09-19 07:33:07
16bf5b98-724e-42ae-b060-188db9d8f16d,ChuaChua Game,"woi gw sisa pion sama ratu doang kaga pernah remis , giliran musuh di posisi gitu malah suka remis",ID,2,2025-09-19 03:41:42
19a432c6-ebed-4242-ad6f-7ce123875d4b,Fahri Zreuss.,good,ID,5,2025-09-18 22:45:36
0cf0d36a-c8c6-4f9a-b0fb-912244badddb,AnantaD. Jaya,Indonesian Language pls,ID,3,2025-09-18 21:24:12
bcbfbb13-03f3-4886-84dc-828af41e4f87,Flexingg Dot,good,ID,5,2025-09-18 21:22:51
10f2b122-8d61-44b5-b37f-d5dd043739b4,Wawan BBJ,"kadang pusing dgn aplikasi ini,lawan dr asia tu indonesia,india,filipina,itu2 melulu emang ga ada negara lain di asia????!!! aplagi main lawan dari negara sndiri males banget ga ada variasi!!!! ruang lingkupnya sempit banget ni aplikasi!!!!!!",ID,1,2025-09-18 17:22:42
1399d90b-388a-4bd6-9c5f-264b45611033,Bis Boy,nice,ID,3,2025-09-18 16:42:53
8d66fa8f-9cbc-43a1-85ad-438fa0a60231,Nadhif arya Pradana,game gj kntl!!!!! gua pngn liat ulasan kgk bisa mmk,ID,1,2025-09-18 16:26:07
e450e1a0-f951-49bf-bd88-dfd21ac04662,Idewa bagus,absolute cinema✋😐✋,ID,5,2025-09-18 16:25:08
9145712c-e6fd-43ab-874d-11103951509b,Muhammad Ridwan,"bintang satu karna tidak bisa record / screen capture saat bermain, karna di permainan 10 menit banyak player yang melakukan kecurangan, misalny sengaja menunda permainan sampai waktunya habis saat keadaan dia kalah.",ID,1,2025-09-18 15:49:40
7d9a0906-c42b-4d84-9a88-6cffe245e48b,Joseph Robinette Biden Jr. Joe Biden,kenapa akun saya di nonaktifkan,ID,2,2025-09-18 13:27:26
60843c9b-dbf0-4e82-9402-e72ac0e70235,R a s y a,magnus bot lawan gw aja ga bisa,ID,1,2025-09-18 12:48:59
3b2d3d52-ff38-4aca-8145-782e9b2002b8,Zieyani Al-Mulkiyya,Mantap.. sambil mengasah otak,ID,5,2025-09-18 12:44:25
9bf78cad-bffb-4be3-8387-d8990915151e,Nurodin Akbar Xll,baguuuuuuuuussssssss,ID,5,2025-09-18 12:41:43
30de8ead-1b0c-4846-947e-e5d6a56bee4a,Tai Anjing,game catur 👍💯,ID,5,2025-09-18 11:17:36
6177223b-8e7c-4193-a0a4-f7050c426267,Nurdin Sitinjak,ini sangat menyenangkan,ID,5,2025-09-18 07:18:03
1ce2dfe5-b4b3-44fd-b7a8-1bd2a9418213,Sultan,nice,ID,5,2025-09-18 04:01:09
e291997d-1757-4054-9cb8-3e4c453375de,Untuk kerja Untuk kerja,😁😁😁😁😁,ID,5,2025-09-18 01:40:08
f558566a-37fb-4342-8fef-548a516a7b1c,Steven Valianto,mantap,ID,5,2025-09-17 22:40:07
d5fcb31d-9b47-4334-987e-e51772e0b66e,Regie Hermawan,ini geme yang paling bagus saya belajar catur dari aplikasi ini dan juga masa teman saya enaknya itu kita gak usah beli papan catur lagi jadi aplikasi ini sangat di rekomendasikan untuk semua orang. sangan bagus dan. untuk pemula,ID,5,2025-09-17 21:58:52
8ea94e3c-0fa1-4b46-84d0-cfa128e2fe5e,M. Alief,good,ID,5,2025-09-17 20:42:49
c6bc0fcc-bf96-4412-81b1-e2bb7b35e853,Dani Ganz,josjis,ID,5,2025-09-17 20:37:01
f4ce0e4b-8732-4341-be19-956b8c9d0467,Kelor Bengs,perfect,ID,5,2025-09-17 20:23:21
8496a95e-eb31-4ece-b18b-973a1d787dbd,zanudin egisapura,naic,ID,4,2025-09-17 19:57:46
e0bd4fa5-c03c-40ed-9805-21ba65b53049,M. Naufal Afkar Thohir Utomo,keren,ID,5,2025-09-17 18:21:54
b247ed97-0460-423a-b4c8-2b263e9f1fa7,053_Romansyah Putra Pratama,mantap,ID,5,2025-09-17 18:09:57
4358fe50-d3d2-4a85-b2a1-40f1d6c70bdb,Muhammad Deriel Sutrisno,baik,ID,5,2025-09-17 17:24:39
6018569c-dc0b-4472-adbd-94b9a1b110e6,Jonathan Christian,mantap,ID,5,2025-09-17 16:38:50
05fcc62c-8fab-4f30-a414-118818b62fea,Mekhail Tal,"aplikasi gak jelas...udah 5 kali akun ku di nonaktifkan,, padahal aku main nya real pakek otak ku sendiri, tapi malah di nonaktifkan,,, tolong lah admin,,, jgn anda sembarangan menonaktifkan akun orang yang tidak bersalah... tutup aja laporan nya,, karena laporan itu bisa di salah gunakan oleh orang orang yang sering kalah bermain.. karena orang ketika kalah bermain langsung membuat laporan dan menuduh orang lain curang... padahal kecepatan saya udah mau sampe 1500 tapi malah di nonaktifkan..😡",ID,1,2025-09-17 16:07:58
c8ffdf6b-e097-43fb-ae2c-11fa54c553ab,YOGA,banyak engineeeee,ID,1,2025-09-17 15:36:17
dbd38d76-690e-4ec2-83c7-a76f2555200f,Qori pradana Putra,saya sangat puas untuk aplikasi game yang satu ini trimakasih 🙏😊,ID,5,2025-09-17 15:16:10
5abe9fed-35ee-4e30-a87a-60225df897fa,Ari Hamdani,sederhana dan simpel,ID,5,2025-09-17 14:21:52
564e06f8-5c42-4361-bd74-85488c9c1a88,Gsr Arbi,"Sdh ku unninstal krn sangat kecewa dgn pengembang yg tdk mndeteksi mna lgkh engine mna otak sendir sdh di laporkan tp tdk di tindak lanjutii pdhl sangat bnyk yg mnggunakan engine di aplikasi ini!!! lbh baik maen di offline!!! biar kuperjelas agar kalian mengerti bgmn skema curang yg tdk terdeteksi oleh kaluan sbg pengembang!!!,,,pertama mrk maen normal kemudian bl kena posisi rumit mrk akan menggunakan engine utk menuntun langkah mrk agar kembali ke posisi menang!!!,,,faham kalian pengembang!!!?",ID,1,2025-09-17 14:03:18
0a41be1f-1613-4769-9b25-662dee8f3226,Arjuna Arjuna,karna ini saya jadi suka catur,ID,5,2025-09-17 13:15:22
ee9d5d36-39bc-42a9-9c26-c3fbfe9d02d7,RhyThm `B-Kiqara,"Hmm,... ntah kenapa gw makin enjoy main catur",ID,5,2025-09-17 11:40:18
1a44173b-35f2-44d3-b65b-09b066c9628b,Ris,efek suara antara pemain boleh di tingkatkan,ID,4,2025-09-17 06:54:39
4d1970ac-9dce-41cf-ac14-cb806194500a,Cio,Fun,ID,5,2025-09-17 06:50:22
7e6e4964-8dfb-4af1-9ce1-9aac4c5401a7,kontol 800,gm kpppppop,ID,5,2025-09-16 23:55:41
7fe2c3d1-2686-4a9f-a823-519d2964346b,Darwin Darwin,"mantap, tapi coach nya bayar. terserah lah, yg penting gw bisa jadi pemain catur terhebat dikelas",ID,5,2025-09-16 22:36:25
d4d587bf-5e1f-4d6f-b995-408a68a13bd0,Dana,bagus dan berguna,ID,5,2025-09-16 21:52:27
441bea0a-976a-44c1-bd7e-fa511c3935fe,moymoy0022 moymoy00,"kenapa akun saya tiba tiba di nonaktifkan, padahal saya tidak melakukan kecurangan apapun",ID,1,2025-09-16 20:38:17
dbf7c8d8-5a8a-4e5e-b5c3-b5c2444fad36,Lintang,i like it,ID,5,2025-09-16 16:53:22
47cca9cc-94ac-414d-8a06-f28ee3ca8f28,Muhlis Hatba,good game,ID,5,2025-09-16 16:30:46
88fa3449-f395-4331-bd2c-254feed7ac2f,ikal,game bagus developer dongo kgk bisa milih lawan,ID,1,2025-09-16 16:06:37
39c6a4d7-ada4-4987-be0e-67a86b656c0d,Nathan Azmi,very good chess com,ID,5,2025-09-16 14:56:20
3abf6a8e-42c8-4bcc-8227-5436128e78c3,Akbar Maulana Nurzain,mantap,ID,5,2025-09-16 11:21:59
17127a0d-be7b-43a3-94cb-c3c0aa696c13,Samud Dra,kenapa saat saya rekam layar atau live menjadi gelap layarnya tolong jangan pilih kasih,ID,5,2025-09-16 03:09:34
e2725ff5-7b04-45fe-9385-d443ab559ad3,Kasfi Arifin,gak ngotak pertama main beberapa pertandingan gitu lawan nya udah 200 sampe 500 San pertandingan jelas kalah dong yang baru main,ID,1,2025-09-15 23:32:27
da8f7f0c-a0f1-445d-aab9-a17787555424,Sabda Mubarok,mantap,ID,4,2025-09-15 22:35:53
9f3bb13e-40dd-4336-8b1d-96cee9cf22db,doni siahaan,appnya cuma bisa buat main dan tanding aja. gak bisa buat problem sendiri dan pecahkan sendiri.,ID,3,2025-09-15 22:00:54
9bc85b32-ad22-4bb1-8a12-9f730cf01ae5,Veda Veda,game bagus😁,ID,5,2025-09-15 20:08:12
ce77f801-75ef-4593-8bfe-2b6872628dfc,boedi Hanzala,menghibur buat yg hobi catur yaa di sini tempatnya..bagus top,ID,5,2025-09-15 19:50:43
27a37745-7df1-4ef9-8bcf-341cee98bf1d,Al Ghifari,"Sangat bagus, saya yang sebelumnya b3lum bisa main bisa jadi jago ditongkrongan hehe:)",ID,5,2025-09-15 19:03:37
8882064b-653c-4242-9e6e-97b620aa26c3,qidam mulhakim,game ya sangat melatih otak,ID,5,2025-09-15 17:41:46
094c3164-142d-4116-82c3-e2e8ebb67c95,Salim Zebua,good,ID,5,2025-09-15 17:34:29
1f38b804-4c24-4eca-abcc-d9ef2c204873,Hafizh Nawwar,"Aplikasi yang sangat berguna, bisa membuat lebih cerdas",ID,5,2025-09-15 16:17:13
ff633d3c-06ba-4b96-b9db-7a49984303dd,Darma riski,tidak mampu untuk bertanding ulang bug atau masalah lain ?? sangat mengesalkan,ID,1,2025-09-15 16:16:35
c29fac90-6079-4a79-8679-182d959a1961,Rafa aufadika,mantapp,ID,5,2025-09-15 13:01:40
7db6c6a0-adbf-4f8e-a857-b41143cad87a,Rafi Zaidan,game nya bagusss bangeettttt suka dehh😘😘,ID,5,2025-09-15 10:58:11
b1d02daf-814d-4ec5-8d5b-4c792df5512a,Maliki05,"fitur pelatihan nya atau yg lain tolong di translate, agar lebih memudahkan lgi",ID,3,2025-09-15 08:28:40
688afbea-6834-41e9-ab1f-aa27ddb4830b,Panca Roba,asik buat isi waktu kosong,ID,5,2025-09-15 05:14:03
8977b43d-31c7-416c-a157-33dd464c5046,Ruyat Gunawan,it is a good way to spend time by keeping thinking,ID,5,2025-09-15 03:29:34
4f57a888-53d8-4de8-afd4-c697fbd90a03,boima panjaitan,great,ID,5,2025-09-15 00:01:58
6265da01-bb03-42a9-9153-746727615f73,Wong Minsun,sayang gak ada voice cell nya,ID,2,2025-09-14 21:44:18
ef92a616-5114-41dc-aa96-9d41cf148aa0,Felix Ball,Good game,ID,5,2025-09-14 21:25:07
d7ff7b01-9b37-4a84-a030-3d7b29cde1f2,Wrixle,I like this game,ID,5,2025-09-14 21:13:35
daeeb2bd-9347-4a42-a03f-3d676fd87109,Andra Kustanto,gud,ID,5,2025-09-14 20:36:03
99de51e0-813b-4620-97fa-6590fad63032,almadina fishing,luar biasa,ID,5,2025-09-14 20:09:27
aa70b04c-86a3-4ebe-a80f-17553019b1f1,Akasyah Zaidan,good,ID,5,2025-09-14 19:56:41
19c4212c-6f1f-414e-9765-5208bb68ddb6,Abdulrafli Rafli,good,ID,5,2025-09-14 19:51:55
1934965e-d2a7-43f1-817e-ef7cdc6601de,Rio Sihombing,"aplikasi yg bagus, lawan2 juga dari belahan dunia. Keren dehhh pokoknya menambah wawasan bermain catur saya.",ID,5,2025-09-14 19:08:37
77f3dd30-e946-483e-883e-a33c0306bbb8,Akun Khusus Game,"Berikan bahasa Indonesia lengkap ditutorial, bermain dengan computer atau pelatih, saya sudah memilih bahasa Indonesia tapi tidak lengkap, mengapa? Seharusnya lengkap bahasa Indonesia, lengkapi bahasa Indonesia didalam permainan supaya pemain baru atau pemula seperti saya dan belum bisa bahasa inggris bisa membaca dan mengerti pola permainan catur ini. Terimakasih Developer, salam hormat -Player.",ID,4,2025-09-14 18:24:55
35300b95-6472-40f2-99b3-5cee10fb4f1f,Siti Amiroh,"game yg sangat genus,aku tak mampu mngalhknnya...",ID,5,2025-09-14 18:06:07
e2c4961e-28b4-4ae4-b0c3-2666a7002a5b,Danu Santoso,bagus,ID,5,2025-09-14 17:45:17
17882338-ac39-4255-99dd-8963f885bf71,Ahmad Tegar Wijaya,mantap,ID,5,2025-09-14 17:37:34
44c2d4ae-c21c-4172-adcd-8cb783926096,Bambang Ireng,boii ts so tuff twin 😂✌,ID,5,2025-09-14 16:53:17
3806b880-a19b-46ab-a9bf-54388db4e675,Muhammad Fadlan Kurnia,jaringannya benerin,ID,1,2025-09-14 16:02:00
21579be7-3eca-424a-a5ae-2ca4dcf6f3d7,sulistian farel,bagus,ID,5,2025-09-14 13:07:26
5cb8e46a-95e2-4cae-8596-e36b9c2a1922,Arya Sigit Purnama,keren,ID,4,2025-09-14 12:57:25
de557017-6b0f-46d2-916d-32b6f220146d,Andrean's Life,very good but please give us free match review,ID,4,2025-09-14 11:43:44
8cef5945-882d-497e-bbd9-9699a1cf03e2,Audri Nixon,strong program from chess in the world🙏,ID,5,2025-09-14 11:01:52
c284154e-f4d2-436b-9de9-b63fb62b9b7d,Egner Fredrico,game stres penambah stres,ID,1,2025-09-14 10:20:42
7dfead57-b53e-47c8-a56b-4c88d7445d13,Ronald,"saat saya dalam benar benar posisi menang, tiba tiba koneksi saya hilang sebentar lalu muncul hitung mundur 1 menit menyerah otomatis.. lalu saya kalah dalam posisi menang.. saya menangis, hati saya benar-benar hancur. saya bermain dengan sangat fokus dan hati-hati, lalu kemenangan saya diambil paksa oleh system game yang sangat buruk.. saya tidak akan pernah memainkan game ini lagi, saya benar benar kecewa.",ID,1,2025-09-14 10:06:11
2b40cc09-6e02-43e7-baba-54c6a5b8581e,Dede Koko,😆😭🫠😶‍🌫️🤬😎🧐,ID,5,2025-09-14 09:33:12
939dbf7f-aebd-4145-bdc7-6c6bd6962f20,Deni Rahadian88,mantap,ID,5,2025-09-14 08:53:49
6fe29c57-4c4e-4e71-88eb-00e547442b32,Kroco Siap,mantap,ID,5,2025-09-14 08:26:39
7e659a18-c284-4e16-9e8f-7b1b242cae25,Bahrul Murtadho,ulasan yang terbatas,ID,3,2025-09-14 01:38:36
70a6faf0-ba89-40fa-af41-f272adb280ba,Lilis Setianingsih,game yang sangat bagus dan seru untuk dimainkan gamenya bisa bermain dengan lawan,ID,5,2025-09-13 23:49:35
e92fb7b8-c83f-4327-9da0-c0675cb4c8ad,celineabigael88,mantap,ID,4,2025-09-13 21:59:48
c0bad1de-2806-48ad-af12-e26cd37dd172,Fadhil Akram Faizullah,hebat,ID,4,2025-09-13 21:00:01
b58a2d0a-4b47-4c2f-9a01-1e402eb77485,ACE PLAYER,platform chess terbaik yang pernah saya mainkan,ID,5,2025-09-13 20:44:01
6449481e-e1bd-4346-a28f-f75489e562c4,Ari Ramdan,apk burik masa bidak nya bisa makan ke depan kan harusnya kepinggir kalau mau makan,ID,1,2025-09-13 20:43:03
13078f57-a7a1-438c-ba0c-f47f3fa7b442,Nino Pandu,i like chess,ID,5,2025-09-13 20:20:30
b4fd7f42-73ad-4c23-b324-7829c5d4f564,Ihsanul Hakim,game ny bagus bgt,ID,1,2025-09-13 19:40:50
7142fd08-5b27-4675-b73c-3714b52cadc9,Zaki 0134,game nya bagus tapi aku kena bend gara gara sering menang sebanyak 6 kali padahal GK ngechet cuma gara gara brilian mulu,ID,5,2025-09-13 19:28:07
18242e4b-1cab-42f7-8a44-ce89a4ba2f5a,Yanwar Fajar,dengan belajar catur disini saya bisa..... membantai keroco2 di sekolah gw hahahahahahha😹,ID,4,2025-09-13 19:19:17
e47df88b-b3e3-432b-940f-1a1c2c405d19,Muhammad Alip Parhan,sangat mengasah otak,ID,5,2025-09-13 19:07:04
0583999f-09e7-4cff-b0c7-05fc8672e333,MuhRafli Rafli,game sangat bagus,ID,5,2025-09-13 18:35:55
6aed5436-4413-4dc8-a3c5-008d3cc33423,Andy I,game yg bagus.,ID,5,2025-09-13 18:11:49
aac15be4-feda-4d10-8888-04f5c1cb2c9e,reza fahlevi,this game is really good,ID,5,2025-09-13 14:58:14
4ab93cb9-712e-441a-a204-515f24b1decf,Dewi sekar,Learning to play chess becomes easier and more understandable with this application.🤭🤒,ID,5,2025-09-13 11:59:46
2372f64f-5ec2-435c-9e5f-1ba7b1381e9f,irham maulana,i will be magnus carlsen🤓,ID,5,2025-09-13 11:14:16
13d77c18-293b-403f-a8ac-f9cd3914e774,Fizz !?!?,seru,ID,4,2025-09-13 11:05:15
ce07c1ae-579b-48ea-a247-059647e3ca02,Alok SWT,Mantap,ID,5,2025-09-13 10:35:17
8a96a856-2719-4c55-bc6e-2385e5c40e69,Rizal Gunawan,Game ini sangat mirip dengan Catur,ID,5,2025-09-13 08:33:36
ebf4819d-6971-43c9-b9ac-6d924973da0f,Muhammad Sodikin,good,ID,5,2025-09-13 07:23:48
